"id_survey","date_of_survey","ticket_system","overall_rating","customer_service","features","value_for_money","ease_of_use","likelihood_to_recommend","overall_text"
"T_02967",2024-12-05,"Zoho Desk",5,1,5,5,5,9,"Pros:It is really easy to integrate. I had zero difficulty to install the code and start my customer support. The knowladge base has a great experience for customers."
"T_03820",2024-12-16,"Zoho Desk",,,,,,,
"T_04670",2024-12-27,"otrs",,,,,,,
"T_00158",2024-10-04,"Jira Service Management",4,3,4,4,5,7,"Pros:La Personalizzazione di viste, il collegamento tra vari reparti"
"T_02489",2024-11-27,"Zendesk",,,,,,,
"T_04185",2024-12-21,"Freshdesk",2,0,4,2,4,-1,"Pros:The platform is relatively user friendly and has a sufficient number of features to work well."
"T_03510",2024-12-12,"Zoho Desk",4,3,4,4,3,8,"Pros:I think the ticketing system is pretty good and smooth."
"T_02137",2024-11-20,"Zoho Desk",,,,,,,
"T_03985",2024-12-18,"Zendesk",,,,,,,
"T_04778",2024-12-29,"Zendesk",,,,,,,
"T_03606",2024-12-13,"Zoho Desk",5,2,4,5,5,7,"Pros:I like the capability to connect with CRm systems, it allows me to connect with my clients in realtime and escalate the situation when is needed"
"T_00068",2024-10-02,"Zendesk",,,,,,,
"T_01339",2024-11-04,"Zendesk",5,4,5,4,5,9,"Pros:They're doing a great job on building a solid and robust software that has everything you need to organize your customer service team. The stats are very helpful. I love the interface, and even their mobile apps work well."
"T_01742",2024-11-12,"Zendesk",5,4,5,5,5,9,"Overall good, I still like the old Green design layout, the new one is very generic."
"T_01597",2024-11-09,"Zendesk",5,4,5,5,5,9,"Pros:ZenDesk makes closing work orders easy and organized. It allows you and your team to be more effective and efficient with the work orders that you have before you."
"T_02143",2024-11-20,"Zoho Desk",5,3,5,5,5,7,"It meets service desk needs and can quickly be deployed . The reports and dashboards are customizable. It integrates perfectly to email and asterix and also handles ticketing very well."
"T_03447",2024-12-11,"Freshdesk",,,,,,,
"T_04513",2024-12-25,"Jira Service Management",,,,,,,
"T_03401",2024-12-10,"Zendesk",4,4,3,5,4,9,"Overall, a generally positive experience to use this product every day for work. Allows us to provide quick support for users and does have several good features."
"T_02364",2024-11-25,"Zoho Desk",4,3,5,4,5,8,"je les utiliser pour assistance"
"T_04358",2024-12-23,"Zendesk",,,,,,,
"T_04841",2024-12-30,"Freshdesk",,,,,,,
"T_03049",2024-12-06,"Zoho Desk",4,3,4,3,5,6,"Daily monitoring and administration of ticketing system."
"T_02004",2024-11-17,"Zendesk",,,,,,,
"T_00843",2024-10-22,"Zendesk",5,4,5,5,5,10,"Zendesk helped our customer support team to become an efficient machine. Knowing exactly how many tickets needed to be tended to and the importance each was something that a regular email inbox could not have taken care of."
"T_03014",2024-12-05,"Zendesk",,,,,,,
"T_00097",2024-10-03,"Freshdesk",4,1,5,4,4,4,"Painful in terms of getting what we need. The software is good but everything else around it is a let down"
"T_02539",2024-11-28,"ServiceNow",4,4,5,4,5,8,"I use it for my job on a daily basis to create and fill incident tickets and escalate them to the proper channels if needed."
"T_02804",2024-12-03,"Zoho Desk",,,,,,,
"T_02055",2024-11-18,"Zendesk",,,,,,,
"T_02988",2024-12-05,"Freshdesk",5,4,5,5,5,10,"It is very excellent and I recommend it to many companies that my friends and other companies work with"
"T_02082",2024-11-18,"Jira Service Management",5,5,5,5,5,8,"Simple, affordable customer ticket management with SLA support and easy integration with development, IT teams through Jira and other Atlassian ecosystem tools."
"T_02046",2024-11-18,"Freshdesk",4,3,4,5,4,7,"It's a great organizational tool."
"T_02619",2024-11-30,"Zoho Desk",,,,,,,
"T_02620",2024-11-30,"Zoho Desk",,,,,,,
"T_00563",2024-10-15,"Freshdesk",,,,,,,
"T_01095",2024-10-28,"Jira Service Management",5,4,5,5,5,9,"I work with itto manage my work and to build and track the application without wasting my time this is good software to work with it"
"T_04786",2024-12-29,"Zendesk",5,5,4,4,5,5,"Overall experience is fantastic, definitely recommend if your requirement is not high or for limited set of customers"
"T_02404",2024-11-25,"Jira Service Management",,,,,,,
"T_00622",2024-10-17,"Zoho Desk",,,,,,,
"T_04529",2024-12-26,"Zoho Desk",,,,,,,
"T_04604",2024-12-27,"Zoho Desk",5,3,5,5,5,8,"Perfect but just need some more time to understand so please extend the trail period.so i will be more explanable to my Boss."
"T_04752",2024-12-29,"Zoho Desk",,,,,,,
"T_00037",2024-10-01,"Jira Service Management",,,,,,,
"T_00764",2024-10-20,"Zendesk",5,3,5,4,5,9,"I was able to set up Macros and were able to use them on the mobile client. This made updating/closing tickets fast and easy and the clients notified right away."
"T_01177",2024-11-01,"Zoho Desk",,,,,,,
"T_00469",2024-10-12,"Zendesk",4,3,4,4,5,8,"Zendesk has allowed our support team to scale their productivity exponentially and also given us visibility on a multitude of metrics we hadn't previously considered (employee productivity, clients with frequent issues, what issues are frequently reported, etc.) that have changed and really amplified what we offer and how we offer it. Very happy."
"T_03210",2024-12-08,"Zendesk",,,,,,,
"T_02469",2024-11-27,"Freshdesk",5,5,4,5,5,9,"Our experience with FreshDesk has been overwhelmingly positive. I would highly recommend this solution to anyone."
"T_01115",2024-10-29,"Freshdesk",,,,,,,
"T_00019",2024-10-01,"Freshdesk",,,,,,,
"T_03860",2024-12-16,"Zendesk",,,,,,,
"T_00593",2024-10-16,"Zoho Desk",4,5,4,4,4,6,"Helped us bring our cost down per month. We are also using it for our support and ticketing desk and our team is loving the interface - while there are short comings this is working perfectly fine for us. Our biggest win has been the pricing and the teams efficient communications with our team when rolling out this solution."
"T_00989",2024-10-26,"Freshdesk",,,,,,,
"T_03343",2024-12-10,"Zoho Desk",,,,,,,
"T_02775",2024-12-02,"Zendesk",,,,,,,
"T_00533",2024-10-14,"Freshdesk",5,4,5,5,5,8,"The program helped me save time and effort, respond to customers in a distinctive way, facilitate and organize business, and the price was appropriate as a value in return."
"T_04730",2024-12-28,"ServiceNow",,,,,,,
"T_04761",2024-12-29,"Zoho Desk",4,1,4,5,5,9,"It captured actions and help track pending tasks from a large number of users. Also helpful as a team for working with a large customer base."
"T_00641",2024-10-17,"Freshdesk",5,3,5,5,5,8,"Freshdesk is proficient in making communications reliable, more so through the call center system.Further, Freshdesk is designed to manage the relationships that clients have, and hence, there is consistent collaboration."
"T_00556",2024-10-15,"Zoho Desk",,,,,,,
"T_03308",2024-12-09,"Zendesk",,,,,,,
"T_04554",2024-12-26,"Zendesk",,,,,,,
"T_04538",2024-12-26,"Zoho Desk",5,4,3,5,3,8,"Follow ups + Customer services management"
"T_00754",2024-10-20,"Zoho Desk",,,,,,,
"T_04595",2024-12-26,"otrs",,,,,,,
"T_02545",2024-11-28,"Jira Service Management",4,2,4,4,3,7,"I envision great possibilities for integration with other JIRA services. Using it as a help desk is just the beginning for me."
"T_02559",2024-11-29,"Zoho Desk",5,3,5,5,5,8,"Pros:It was very easy to integrate Zoho into our daily work routine."
"T_03435",2024-12-11,"Zoho Desk",,,,,,,
"T_02974",2024-12-05,"Freshdesk",5,4,4,5,5,9,"I have been using Freshdesk at my past work and implemented it also at one of my previous jobs. They went from TopDesk to this brand new product without any problems. The migration process we have done was manually, but we had no problems at all switching to the new system."
"T_00285",2024-10-08,"Zoho Desk",3,3,3,4,4,4,"Make it run quickly but you can't make it all you can imagine."
"T_02354",2024-11-24,"otrs",,,,,,,
"T_02808",2024-12-03,"Zoho Desk",,,,,,,
"T_03671",2024-12-14,"Zoho Desk",,,,,,,
"T_02176",2024-11-21,"Zoho Desk",,,,,,,
"T_00992",2024-10-26,"Zendesk",5,5,4,5,5,8,"We needed an easy to use ticketing system for our IT Team, and Zendesk has proven to be an excellent choice for us."
"T_00416",2024-10-11,"Zoho Desk",,,,,,,
"T_03800",2024-12-15,"Jira Service Management",,,,,,,
"T_02911",2024-12-04,"Freshdesk",4,3,5,4,5,7,"Over all experience was good as I used to work on this software almost on daily basis for 2 years would also recommend to other organisations to make a use of this software."
"T_00875",2024-10-23,"Freshdesk",5,4,5,5,5,9,"Freshdesk allows are non technical customers to communicate without having to learn a new system."
"T_03909",2024-12-17,"Freshdesk",,,,,,,
"T_00018",2024-10-01,"Freshdesk",4,1,4,4,3,8,"Overall, Freshdesk is a powerful tool that can help businesses manage their customer support processes more effectively, improve customer satisfaction, and increase productivity."
"T_03335",2024-12-10,"Zoho Desk",,,,,,,
"T_00508",2024-10-13,"Zendesk",,,,,,,
"T_03298",2024-12-09,"Zendesk",,,,,,,
"T_04811",2024-12-29,"Jira Service Management",5,5,5,4,4,8,"Pros:Managed queues and interactive reports - this is what our company needs in order to make it as easy as possible for employees to work and systematize customer requests. Now we do not need to sort all the orders, in manual mode, set priorities, etc."
"T_01018",2024-10-27,"Zoho Desk",3,2,5,5,4,6,"Pros:The ticketing system is user-friendly and the automation features save tons of time."
"T_04155",2024-12-20,"Jira Service Management",,,,,,,
"T_00529",2024-10-14,"Zoho Desk",4,4,5,3,5,6,"Pros:I like that the software is very versatile and allows you to do a lot in terms of customer support with it."
"T_02678",2024-12-01,"Freshdesk",5,3,5,5,5,9,"I couldn't be happier to have moved to Freshdesk. The ease of use is helping my company grow."
"T_04521",2024-12-25,"otrs",,,,,,,
"T_04411",2024-12-24,"Freshdesk",,,,,,,
"T_01090",2024-10-28,"Zendesk",,,,,,,
"T_00756",2024-10-20,"Zoho Desk",5,3,5,3,5,7,"Easy of use. Ease of configuration. Ability to quickly reach out to our customers and address their needs in a streamlined fashion."
"T_00883",2024-10-23,"Zendesk",,,,,,,
"T_04069",2024-12-19,"Zendesk",,,,,,,
"T_02244",2024-11-22,"Zendesk",,,,,,,
"T_01523",2024-11-08,"Freshdesk",,,,,,,
"T_00187",2024-10-05,"Zendesk",,,,,,,
"T_02676",2024-12-01,"Zoho Desk",4,3,4,4,4,6,"Pros:The ticketing system has a nice collaborative flow. Macros, triggers, and other efficiency tools are very helpful."
"T_00628",2024-10-17,"Zoho Desk",,,,,,,
"T_01493",2024-11-07,"ServiceNow",5,3,5,5,4,8,"Pros:tracking and monitoring incidents has got much easier with serviceNow"
"T_01527",2024-11-08,"Freshdesk",5,4,5,4,4,7,"So far, we had a great experience using Freshdesk for our clients' incidents and support requests."
"T_04063",2024-12-19,"Zendesk",,,,,,,
"T_03204",2024-12-08,"Freshdesk",,,,,,,
"T_02421",2024-11-26,"Freshdesk",5,3,4,4,4,8,"We've used Freshdesk for a couple of years, making use of the support ticket system, the knowledge base, and forums.The system has been reliable and easy to use.Getting set up and going was simple.The company has made regular updates and improvements.Their editor for creating articles works well, even allowing simple clipboard paste of images/screenshots rather than having to go through an upload process to make them available (unlike Mailchimp). We were nervous about support when it was clear we were getting transferred to an overseas center when we called, but we were pleasantly surprised that each support call was handled quickly, professionally, and in a helpful manner without long hold times. These guys are the exception to the rule in that regard.Conclusion: Good product at fair price from a good company."
